"Time (YYYY:MM:DD)","Range (km)","Elevation (deg)","Azimuth (deg)"
2018:06:04:21:38:23.000,2469.932241,-55.113,299.374
2018:06:04:21:39:23.000,2448.982687,-55.122,298.467
2018:06:04:21:40:23.000,2428.652201,-55.137,297.529
2018:06:04:21:41:23.000,2408.969254,-55.157,296.560
2018:06:04:21:42:23.000,2389.962232,-55.181,295.560
2018:06:04:21:43:23.000,2371.659345,-55.210,294.529
2018:06:04:21:44:23.000,2354.088527,-55.242,293.466
2018:06:04:21:45:23.000,2337.277334,-55.278,292.374
2018:06:04:21:46:23.000,2321.252833,-55.316,291.251
2018:06:04:21:47:23.000,2306.041490,-55.357,290.098
2018:06:04:21:48:23.000,2291.669047,-55.398,288.917
2018:06:04:21:49:23.000,2278.160399,-55.441,287.708
2018:06:04:21:50:23.000,2265.539471,-55.483,286.471
2018:06:04:21:51:23.000,2253.829085,-55.525,285.209
2018:06:04:21:52:23.000,2243.050840,-55.566,283.923
2018:06:04:21:53:23.000,2233.224979,-55.605,282.613
2018:06:04:21:54:23.000,2224.370272,-55.642,281.282
2018:06:04:21:55:23.000,2216.503894,-55.676,279.933
2018:06:04:21:56:23.000,2209.641316,-55.707,278.565
2018:06:04:21:57:23.000,2203.796200,-55.734,277.183
2018:06:04:21:58:23.000,2198.980309,-55.757,275.787
2018:06:04:21:59:23.000,2195.203419,-55.775,274.381
2018:06:04:22:00:23.000,2192.473253,-55.788,272.967
2018:06:04:22:01:23.000,2190.795425,-55.796,271.548
2018:06:04:22:02:23.000,2190.173397,-55.799,270.126
2018:06:04:22:03:23.000,2190.608455,-55.797,268.703
2018:06:04:22:04:23.000,2192.099700,-55.790,267.283
2018:06:04:22:05:23.000,2194.644054,-55.777,265.868
2018:06:04:22:06:23.000,2198.236280,-55.760,264.460
2018:06:04:22:07:23.000,2202.869026,-55.738,263.063
2018:06:04:22:08:23.000,2208.532873,-55.712,261.678
2018:06:04:22:09:23.000,2215.216405,-55.682,260.308
2018:06:04:22:10:23.000,2222.906291,-55.649,258.955
2018:06:04:22:11:23.000,2231.587372,-55.612,257.621
2018:06:04:22:12:23.000,2241.242766,-55.573,256.307
2018:06:04:22:13:23.000,2251.853978,-55.533,255.016
2018:06:04:22:14:23.000,2263.401015,-55.491,253.750
2018:06:04:22:15:23.000,2275.862511,-55.448,252.509
2018:06:04:22:16:23.000,2289.215850,-55.406,251.295
2018:06:04:22:17:23.000,2303.437295,-55.364,250.108
2018:06:04:22:18:23.000,2318.502111,-55.323,248.951
2018:06:04:22:19:23.000,2334.384697,-55.285,247.822
2018:06:04:22:20:23.000,2351.058709,-55.248,246.724
2018:06:04:22:21:23.000,2368.497175,-55.215,245.657
2018:06:04:22:22:23.000,2386.672619,-55.186,244.620
2018:06:04:22:23:23.000,2405.557165,-55.161,243.614
2018:06:04:22:24:23.000,2425.122645,-55.140,242.640
2018:06:04:22:25:23.000,2445.340699,-55.124,241.697
2018:06:04:22:26:23.000,2466.182863,-55.114,240.784
2018:06:04:22:27:23.000,2487.620656,-55.110,239.903
2018:06:04:22:27:33.501,2491.431597,-55.110,239.752
2018:06:05:01:49:20.858,2491.431595,-55.110,300.249
2018:06:05:01:50:20.000,2470.195640,-55.113,299.386
2018:06:05:01:51:20.000,2449.237561,-55.122,298.480
2018:06:05:01:52:20.000,2428.898179,-55.137,297.542
2018:06:05:01:53:20.000,2409.205969,-55.156,296.574
2018:06:05:01:54:20.000,2390.189318,-55.181,295.574
2018:06:05:01:55:20.000,2371.876441,-55.210,294.543
2018:06:05:01:56:20.000,2354.295277,-55.242,293.481
2018:06:05:01:57:20.000,2337.473388,-55.278,292.389
2018:06:05:01:58:20.000,2321.437851,-55.316,291.267
2018:06:05:01:59:20.000,2306.215141,-55.356,290.114
2018:06:05:02:00:20.000,2291.831012,-55.398,288.933
2018:06:05:02:01:20.000,2278.310372,-55.440,287.724
2018:06:05:02:02:20.000,2265.677161,-55.483,286.488
2018:06:05:02:03:20.000,2253.954218,-55.525,285.227
2018:06:05:02:04:20.000,2243.163159,-55.566,283.940
2018:06:05:02:05:20.000,2233.324249,-55.605,282.631
2018:06:05:02:06:20.000,2224.456276,-55.642,281.301
2018:06:05:02:07:20.000,2216.576441,-55.676,279.951
2018:06:05:02:08:20.000,2209.700238,-55.707,278.584
2018:06:05:02:09:20.000,2203.841355,-55.734,277.201
2018:06:05:02:10:20.000,2199.011581,-55.756,275.806
2018:06:05:02:11:20.000,2195.220719,-55.775,274.400
2018:06:05:02:12:20.000,2192.476520,-55.788,272.986
2018:06:05:02:13:20.000,2190.784628,-55.796,271.567
2018:06:05:02:14:20.000,2190.148532,-55.799,270.145
2018:06:05:02:15:20.000,2190.569550,-55.797,268.722
2018:06:05:02:16:20.000,2192.046810,-55.790,267.302
2018:06:05:02:17:20.000,2194.577263,-55.778,265.887
2018:06:05:02:18:20.000,2198.155700,-55.761,264.479
2018:06:05:02:19:20.000,2202.774797,-55.739,263.081
2018:06:05:02:20:20.000,2208.425161,-55.713,261.696
2018:06:05:02:21:20.000,2215.095403,-55.683,260.326
2018:06:05:02:22:20.000,2222.772215,-55.649,258.972
2018:06:05:02:23:20.000,2231.440459,-55.613,257.638
2018:06:05:02:24:20.000,2241.083278,-55.574,256.324
2018:06:05:02:25:20.000,2251.682194,-55.533,255.033
2018:06:05:02:26:20.000,2263.217233,-55.491,253.766
2018:06:05:02:27:20.000,2275.667047,-55.449,252.525
2018:06:05:02:28:20.000,2289.009032,-55.406,251.310
2018:06:05:02:29:20.000,2303.219465,-55.364,250.123
2018:06:05:02:30:20.000,2318.273622,-55.324,248.965
2018:06:05:02:31:20.000,2334.145914,-55.285,247.837
2018:06:05:02:32:20.000,2350.810001,-55.249,246.738
2018:06:05:02:33:20.000,2368.238921,-55.216,245.670
2018:06:05:02:34:20.000,2386.405199,-55.186,244.633
2018:06:05:02:35:20.000,2405.280966,-55.161,243.627
2018:06:05:02:36:20.000,2424.838055,-55.140,242.652
2018:06:05:02:37:20.000,2445.048107,-55.125,241.708
2018:06:05:02:38:20.000,2465.882656,-55.114,240.795
2018:06:05:02:39:20.000,2487.313222,-55.110,239.914
2018:06:05:02:39:31.349,2491.431597,-55.110,239.750
2018:06:05:06:01:18.593,2491.431595,-55.110,300.251
2018:06:05:06:02:18.000,2470.100487,-55.113,299.384
2018:06:05:06:03:18.000,2449.143884,-55.122,298.477
2018:06:05:06:04:18.000,2428.806086,-55.137,297.540
2018:06:05:06:05:18.000,2409.115567,-55.156,296.571
2018:06:05:06:06:18.000,2390.100718,-55.181,295.571
2018:06:05:06:07:18.000,2371.789752,-55.210,294.540
2018:06:05:06:08:18.000,2354.210609,-55.242,293.478
2018:06:05:06:09:18.000,2337.390851,-55.278,292.386
2018:06:05:06:10:18.000,2321.357556,-55.316,291.263
2018:06:05:06:11:18.000,2306.137196,-55.356,290.111
2018:06:05:06:12:18.000,2291.755524,-55.398,288.930
2018:06:05:06:13:18.000,2278.237448,-55.440,287.721
2018:06:05:06:14:18.000,2265.606904,-55.483,286.485
2018:06:05:06:15:18.000,2253.886729,-55.525,285.223
2018:06:05:06:16:18.000,2243.098537,-55.566,283.936
2018:06:05:06:17:18.000,2233.262586,-55.605,282.627
2018:06:05:06:18:18.000,2224.397665,-55.642,281.296
2018:06:05:06:19:18.000,2216.520966,-55.676,279.947
2018:06:05:06:20:18.000,2209.647981,-55.707,278.579
2018:06:05:06:21:18.000,2203.792391,-55.734,277.197
2018:06:05:06:22:18.000,2198.965979,-55.757,275.801
2018:06:05:06:23:18.000,2195.178543,-55.775,274.396
2018:06:05:06:24:18.000,2192.437827,-55.788,272.982
2018:06:05:06:25:18.000,2190.749467,-55.796,271.562
2018:06:05:06:26:18.000,2190.116947,-55.800,270.140
2018:06:05:06:27:18.000,2190.541576,-55.797,268.717
2018:06:05:06:28:18.000,2192.022475,-55.790,267.297
2018:06:05:06:29:18.000,2194.556587,-55.778,265.882
2018:06:05:06:30:18.000,2198.138697,-55.761,264.474
2018:06:05:06:31:18.000,2202.761471,-55.739,263.076
2018:06:05:06:32:18.000,2208.415511,-55.713,261.691
2018:06:05:06:33:18.000,2215.089419,-55.683,260.321
2018:06:05:06:34:18.000,2222.769879,-55.649,258.967
2018:06:05:06:35:18.000,2231.441749,-55.613,257.633
2018:06:05:06:36:18.000,2241.088162,-55.574,256.319
2018:06:05:06:37:18.000,2251.690635,-55.533,255.028
2018:06:05:06:38:18.000,2263.229190,-55.491,253.761
2018:06:05:06:39:18.000,2275.682469,-55.449,252.520
2018:06:05:06:40:18.000,2289.027867,-55.406,251.305
2018:06:05:06:41:18.000,2303.241652,-55.364,250.119
2018:06:05:06:42:18.000,2318.299099,-55.324,248.961
2018:06:05:06:43:18.000,2334.174612,-55.285,247.832
2018:06:05:06:44:18.000,2350.841850,-55.249,246.734
2018:06:05:06:45:18.000,2368.273845,-55.216,245.666
2018:06:05:06:46:18.000,2386.443122,-55.186,244.629
2018:06:05:06:47:18.000,2405.321807,-55.161,243.623
2018:06:05:06:48:18.000,2424.881732,-55.140,242.648
2018:06:05:06:49:18.000,2445.094535,-55.125,241.704
2018:06:05:06:50:18.000,2465.931751,-55.114,240.791
2018:06:05:06:51:18.000,2487.364896,-55.110,239.910
2018:06:05:06:51:29.206,2491.431597,-55.110,239.748
2018:06:05:10:13:16.316,2491.431595,-55.110,300.253
2018:06:05:10:14:16.000,2470.000970,-55.113,299.382
2018:06:05:10:15:16.000,2449.045772,-55.122,298.475
2018:06:05:10:16:16.000,2428.709489,-55.137,297.538
2018:06:05:10:17:16.000,2409.020596,-55.157,296.569
2018:06:05:10:18:16.000,2390.007486,-55.181,295.569
2018:06:05:10:19:16.000,2371.698372,-55.210,294.538
2018:06:05:10:20:16.000,2354.121195,-55.242,293.476
2018:06:05:10:21:16.000,2337.303517,-55.278,292.383
2018:06:05:10:22:16.000,2321.272415,-55.316,291.260
2018:06:05:10:23:16.000,2306.054361,-55.357,290.108
2018:06:05:10:24:16.000,2291.675108,-55.398,288.927
2018:06:05:10:25:16.000,2278.159560,-55.441,287.717
2018:06:05:10:26:16.000,2265.531653,-55.483,286.481
2018:06:05:10:27:16.000,2253.814221,-55.525,285.219
2018:06:05:10:28:16.000,2243.028874,-55.566,283.932
2018:06:05:10:29:16.000,2233.195869,-55.605,282.623
2018:06:05:10:30:16.000,2224.333988,-55.642,281.292
2018:06:05:10:31:16.000,2216.460422,-55.677,279.942
2018:06:05:10:32:16.000,2209.590655,-55.707,278.575
2018:06:05:10:33:16.000,2203.738365,-55.734,277.192
2018:06:05:10:34:16.000,2198.915327,-55.757,275.797
2018:06:05:10:35:16.000,2195.131334,-55.775,274.391
2018:06:05:10:36:16.000,2192.394125,-55.788,272.977
2018:06:05:10:37:16.000,2190.709326,-55.797,271.557
2018:06:05:10:38:16.000,2190.080416,-55.800,270.135
2018:06:05:10:39:16.000,2190.508696,-55.798,268.712
2018:06:05:10:40:16.000,2191.993279,-55.790,267.292
2018:06:05:10:41:16.000,2194.531101,-55.778,265.877
2018:06:05:10:42:16.000,2198.116939,-55.761,264.469
2018:06:05:10:43:16.000,2202.743452,-55.739,263.071
2018:06:05:10:44:16.000,2208.401232,-55.713,261.686
2018:06:05:10:45:16.000,2215.078876,-55.683,260.316
2018:06:05:10:46:16.000,2222.763060,-55.649,258.962
2018:06:05:10:47:16.000,2231.438634,-55.613,257.628
2018:06:05:10:48:16.000,2241.088725,-55.574,256.314
2018:06:05:10:49:16.000,2251.694843,-55.533,255.023
2018:06:05:10:50:16.000,2263.237003,-55.491,253.756
2018:06:05:10:51:16.000,2275.693842,-55.449,252.515
2018:06:05:10:52:16.000,2289.042748,-55.406,251.300
2018:06:05:10:53:16.000,2303.259986,-55.364,250.114
2018:06:05:10:54:16.000,2318.320824,-55.324,248.956
2018:06:05:10:55:16.000,2334.199664,-55.285,247.827
2018:06:05:10:56:16.000,2350.870158,-55.249,246.729
2018:06:05:10:57:16.000,2368.305337,-55.216,245.661
2018:06:05:10:58:16.000,2386.477722,-55.186,244.624
2018:06:05:10:59:16.000,2405.359436,-55.161,243.618
2018:06:05:11:00:16.000,2424.922310,-55.140,242.644
2018:06:05:11:01:16.000,2445.137978,-55.124,241.700
2018:06:05:11:02:16.000,2465.977974,-55.114,240.787
2018:06:05:11:03:16.000,2487.413813,-55.110,239.906
2018:06:05:11:03:27.070,2491.431597,-55.110,239.746
2018:06:05:14:25:14.027,2491.431595,-55.110,300.256
2018:06:05:14:26:14.000,2469.897043,-55.113,299.380
2018:06:05:14:27:14.000,2448.943183,-55.122,298.473
2018:06:05:14:28:14.000,2428.608350,-55.137,297.535
2018:06:05:14:29:14.000,2408.921023,-55.157,296.566
2018:06:05:14:30:14.000,2389.909594,-55.181,295.566
2018:06:05:14:31:14.000,2371.602278,-55.210,294.535
2018:06:05:14:32:14.000,2354.027016,-55.242,293.473
2018:06:05:14:33:14.000,2337.211371,-55.278,292.380
2018:06:05:14:34:14.000,2321.182419,-55.316,291.257
2018:06:05:14:35:14.000,2305.966633,-55.357,290.105
2018:06:05:14:36:14.000,2291.589764,-55.398,288.923
2018:06:05:14:37:14.000,2278.076715,-55.441,287.714
2018:06:05:14:38:14.000,2265.451419,-55.483,286.477
2018:06:05:14:39:14.000,2253.736710,-55.526,285.215
2018:06:05:14:40:14.000,2242.954194,-55.567,283.928
2018:06:05:14:41:14.000,2233.124125,-55.606,282.619
2018:06:05:14:42:14.000,2224.265281,-55.643,281.288
2018:06:05:14:43:14.000,2216.394847,-55.677,279.938
2018:06:05:14:44:14.000,2209.528305,-55.708,278.571
2018:06:05:14:45:14.000,2203.679326,-55.734,277.188
2018:06:05:14:46:14.000,2198.859681,-55.757,275.792
2018:06:05:14:47:14.000,2195.079155,-55.775,274.386
2018:06:05:14:48:14.000,2192.345479,-55.789,272.972
2018:06:05:14:49:14.000,2190.664277,-55.797,271.552
2018:06:05:14:50:14.000,2190.039016,-55.800,270.130
2018:06:05:14:51:14.000,2190.470992,-55.798,268.707
2018:06:05:14:52:14.000,2191.959310,-55.790,267.287
2018:06:05:14:53:14.000,2194.500897,-55.778,265.871
2018:06:05:14:54:14.000,2198.090524,-55.761,264.464
2018:06:05:14:55:14.000,2202.720841,-55.739,263.066
2018:06:05:14:56:14.000,2208.382433,-55.713,261.681
2018:06:05:14:57:14.000,2215.063887,-55.683,260.310
2018:06:05:14:58:14.000,2222.751874,-55.649,258.957
2018:06:05:14:59:14.000,2231.431235,-55.613,257.622
2018:06:05:15:00:14.000,2241.085090,-55.574,256.309
2018:06:05:15:01:14.000,2251.694944,-55.533,255.018
2018:06:05:15:02:14.000,2263.240802,-55.491,253.751
2018:06:05:15:03:14.000,2275.701298,-55.449,252.510
2018:06:05:15:04:14.000,2289.053813,-55.406,251.295
2018:06:05:15:05:14.000,2303.274606,-55.364,250.109
2018:06:05:15:06:14.000,2318.338941,-55.324,248.951
2018:06:05:15:07:14.000,2334.221214,-55.285,247.822
2018:06:05:15:08:14.000,2350.895074,-55.249,246.724
2018:06:05:15:09:14.000,2368.333548,-55.216,245.656
2018:06:05:15:10:14.000,2386.509153,-55.186,244.620
2018:06:05:15:11:14.000,2405.394009,-55.161,243.614
2018:06:05:15:12:14.000,2424.959945,-55.140,242.639
2018:06:05:15:13:14.000,2445.178593,-55.124,241.695
2018:06:05:15:14:14.000,2466.021485,-55.114,240.783
2018:06:05:15:15:14.000,2487.460134,-55.110,239.901
2018:06:05:15:15:24.941,2491.431597,-55.110,239.744
2018:06:05:18:37:11.726,2491.431594,-55.110,300.258
2018:06:05:18:38:11.000,2470.142959,-55.113,299.393
2018:06:05:18:39:11.000,2449.180296,-55.122,298.487
2018:06:05:18:40:11.000,2428.836302,-55.137,297.549
2018:06:05:18:41:11.000,2409.139458,-55.156,296.580
2018:06:05:18:42:11.000,2390.118158,-55.181,295.581
2018:06:05:18:43:11.000,2371.800624,-55.210,294.550
2018:06:05:18:44:11.000,2354.214801,-55.242,293.488
2018:06:05:18:45:11.000,2337.388262,-55.278,292.396
2018:06:05:18:46:11.000,2321.348090,-55.316,291.273
2018:06:05:18:47:11.000,2306.120771,-55.356,290.121
2018:06:05:18:48:11.000,2291.732065,-55.398,288.940
2018:06:05:18:49:11.000,2278.206893,-55.440,287.731
2018:06:05:18:50:11.000,2265.569202,-55.483,286.495
2018:06:05:18:51:11.000,2253.841842,-55.525,285.233
2018:06:05:18:52:11.000,2243.046439,-55.566,283.946
2018:06:05:18:53:11.000,2233.203267,-55.605,282.637
2018:06:05:18:54:11.000,2224.331126,-55.642,281.306
2018:06:05:18:55:11.000,2216.447225,-55.677,279.956
2018:06:05:18:56:11.000,2209.567070,-55.707,278.589
2018:06:05:18:57:11.000,2203.704357,-55.734,277.206
2018:06:05:18:58:11.000,2198.870883,-55.757,275.811
2018:06:05:18:59:11.000,2195.076463,-55.775,274.405
2018:06:05:19:00:11.000,2192.328856,-55.789,272.991
2018:06:05:19:01:11.000,2190.633711,-55.797,271.571
2018:06:05:19:02:11.000,2189.994529,-55.800,270.149
2018:06:05:19:03:11.000,2190.412630,-55.798,268.726
2018:06:05:19:04:11.000,2191.887151,-55.791,267.305
2018:06:05:19:05:11.000,2194.415046,-55.779,265.890
2018:06:05:19:06:11.000,2197.991113,-55.761,264.482
2018:06:05:19:07:11.000,2202.608030,-55.739,263.084
2018:06:05:19:08:11.000,2208.256408,-55.713,261.698
2018:06:05:19:09:11.000,2214.924859,-55.683,260.328
2018:06:05:19:10:11.000,2222.600075,-55.650,258.974
2018:06:05:19:11:11.000,2231.266922,-55.613,257.639
2018:06:05:19:12:11.000,2240.908539,-55.575,256.325
2018:06:05:19:13:11.000,2251.506449,-55.534,255.034
2018:06:05:19:14:11.000,2263.040676,-55.492,253.767
2018:06:05:19:15:11.000,2275.489868,-55.449,252.525
2018:06:05:19:16:11.000,2288.831420,-55.407,251.310
2018:06:05:19:17:11.000,2303.041603,-55.365,250.123
2018:06:05:19:18:11.000,2318.095692,-55.324,248.965
2018:06:05:19:19:11.000,2333.968090,-55.286,247.836
2018:06:05:19:20:11.000,2350.632455,-55.249,246.737
2018:06:05:19:21:11.000,2368.061818,-55.216,245.669
2018:06:05:19:22:11.000,2386.228700,-55.187,244.632
2018:06:05:19:23:11.000,2405.105225,-55.161,243.625
2018:06:05:19:24:11.000,2424.663220,-55.140,242.650
2018:06:05:19:25:11.000,2444.874320,-55.125,241.706
2018:06:05:19:26:11.000,2465.710056,-55.114,240.793
2018:06:05:19:27:11.000,2487.141937,-55.110,239.911
2018:06:05:19:27:22.819,2491.431597,-55.110,239.741
2018:06:05:22:49:09.413,2491.431594,-55.110,300.261
2018:06:05:22:50:09.000,2470.030080,-55.113,299.391
2018:06:05:22:51:09.000,2449.068633,-55.122,298.485
2018:06:05:22:52:09.000,2428.725974,-55.137,297.547
2018:06:05:22:53:09.000,2409.030585,-55.157,296.578
2018:06:05:22:54:09.000,2390.010864,-55.181,295.578
2018:06:05:22:55:09.000,2371.695031,-55.210,294.547
2018:06:05:22:56:09.000,2354.111035,-55.242,293.485
2018:06:05:22:57:09.000,2337.286448,-55.278,292.393
2018:06:05:22:58:09.000,2321.248355,-55.316,291.270
2018:06:05:22:59:09.000,2306.023240,-55.357,290.118
2018:06:05:23:00:09.000,2291.636864,-55.398,288.937
2018:06:05:23:01:09.000,2278.114145,-55.441,287.727
2018:06:05:23:02:09.000,2265.479030,-55.483,286.491
2018:06:05:23:03:09.000,2253.754368,-55.525,285.229
2018:06:05:23:04:09.000,2242.961780,-55.566,283.942
2018:06:05:23:05:09.000,2233.121538,-55.606,282.633
2018:06:05:23:06:09.000,2224.252440,-55.643,281.302
2018:06:05:23:07:09.000,2216.371689,-55.677,279.952
2018:06:05:23:08:09.000,2209.494785,-55.708,278.585
2018:06:05:23:09:09.000,2203.635422,-55.735,277.202
2018:06:05:23:10:09.000,2198.805390,-55.757,275.806
2018:06:05:23:11:09.000,2195.014497,-55.776,274.400
2018:06:05:23:12:09.000,2192.270496,-55.789,272.986
2018:06:05:23:13:09.000,2190.579030,-55.797,271.566
2018:06:05:23:14:09.000,2189.943591,-55.800,270.143
2018:06:05:23:15:09.000,2190.365493,-55.798,268.721
2018:06:05:23:16:09.000,2191.843863,-55.791,267.300
2018:06:05:23:17:09.000,2194.375649,-55.779,265.884
2018:06:05:23:18:09.000,2197.955639,-55.761,264.476
2018:06:05:23:19:09.000,2202.576504,-55.740,263.078
2018:06:05:23:20:09.000,2208.228847,-55.713,261.693
2018:06:05:23:21:09.000,2214.901271,-55.683,260.322
2018:06:05:23:22:09.000,2222.580460,-55.650,258.968
2018:06:05:23:23:09.000,2231.251272,-55.613,257.634
2018:06:05:23:24:09.000,2240.896839,-55.575,256.320
2018:06:05:23:25:09.000,2251.498677,-55.534,255.028
2018:06:05:23:26:09.000,2263.036801,-55.492,253.761
2018:06:05:23:27:09.000,2275.489854,-55.449,252.520
2018:06:05:23:28:09.000,2288.835225,-55.407,251.305
2018:06:05:23:29:09.000,2303.049178,-55.365,250.118
2018:06:05:23:30:09.000,2318.106982,-55.324,248.960
2018:06:05:23:31:09.000,2333.983036,-55.286,247.831
2018:06:05:23:32:09.000,2350.650992,-55.249,246.732
2018:06:05:23:33:09.000,2368.083879,-55.216,245.664
2018:06:05:23:34:09.000,2386.254212,-55.187,244.627
2018:06:05:23:35:09.000,2405.134112,-55.161,243.621
2018:06:05:23:36:09.000,2424.695404,-55.140,242.645
2018:06:05:23:37:09.000,2444.909720,-55.125,241.702
2018:06:05:23:38:09.000,2465.748587,-55.114,240.789
2018:06:05:23:39:09.000,2487.183515,-55.110,239.907
2018:06:05:23:39:20.703,2491.431597,-55.110,239.738
2018:06:06:03:01:07.087,2491.431594,-55.110,300.264
2018:06:06:03:02:07.000,2469.912696,-55.113,299.390
2018:06:06:03:03:07.000,2448.952412,-55.122,298.483
2018:06:06:03:04:07.000,2428.611038,-55.137,297.545
2018:06:06:03:05:07.000,2408.917058,-55.157,296.576
2018:06:06:03:06:07.000,2389.898871,-55.181,295.576
2018:06:06:03:07:07.000,2371.584701,-55.210,294.545
2018:06:06:03:08:07.000,2354.002496,-55.243,293.483
2018:06:06:03:09:07.000,2337.179830,-55.278,292.390
2018:06:06:03:10:07.000,2321.143788,-55.317,291.267
2018:06:06:03:11:07.000,2305.920854,-55.357,290.115
2018:06:06:03:12:07.000,2291.536789,-55.399,288.933
2018:06:06:03:13:07.000,2278.016510,-55.441,287.724
2018:06:06:03:14:07.000,2265.383963,-55.484,286.487
2018:06:06:03:15:07.000,2253.661994,-55.526,285.225
2018:06:06:03:16:07.000,2242.872223,-55.567,283.938
2018:06:06:03:17:07.000,2233.034919,-55.606,282.629
2018:06:06:03:18:07.000,2224.168874,-55.643,281.298
2018:06:06:03:19:07.000,2216.291289,-55.677,279.948
2018:06:06:03:20:07.000,2209.417661,-55.708,278.580
2018:06:06:03:21:07.000,2203.561675,-55.735,277.197
2018:06:06:03:22:07.000,2198.735119,-55.758,275.802
2018:06:06:03:23:07.000,2194.947792,-55.776,274.395
2018:06:06:03:24:07.000,2192.207442,-55.789,272.981
2018:06:06:03:25:07.000,2190.519704,-55.798,271.561
2018:06:06:03:26:07.000,2189.888062,-55.801,270.138
2018:06:06:03:27:07.000,2190.313824,-55.799,268.715
2018:06:06:03:28:07.000,2191.796108,-55.791,267.295
2018:06:06:03:29:07.000,2194.331854,-55.779,265.879
2018:06:06:03:30:07.000,2197.915842,-55.762,264.471
2018:06:06:03:31:07.000,2202.540734,-55.740,263.073
2018:06:06:03:32:07.000,2208.197124,-55.714,261.687
2018:06:06:03:33:07.000,2214.873608,-55.684,260.317
2018:06:06:03:34:07.000,2222.556861,-55.650,258.963
2018:06:06:03:35:07.000,2231.231733,-55.614,257.628
2018:06:06:03:36:07.000,2240.881348,-55.575,256.314
2018:06:06:03:37:07.000,2251.487214,-55.534,255.023
2018:06:06:03:38:07.000,2263.029340,-55.492,253.756
