"Time (YYYY:MM:DD)","Range (km)","Elevation (deg)","Azimuth (deg)"
2018:06:06:13:24:53.000,3479.548897,-64.641,235.677
2018:06:06:13:25:53.000,3495.459041,-64.617,235.224
2018:06:06:13:26:53.000,3511.562992,-64.595,234.782
2018:06:06:13:27:53.000,3527.853892,-64.575,234.351
2018:06:06:13:28:53.000,3544.324908,-64.558,233.933
2018:06:06:13:29:53.000,3560.969239,-64.544,233.526
2018:06:06:13:30:53.000,3577.780121,-64.532,233.130
2018:06:06:13:31:53.000,3594.750828,-64.523,232.746
2018:06:06:13:32:53.000,3611.874675,-64.517,232.372
2018:06:06:13:33:53.000,3629.145024,-64.513,232.010
2018:06:06:13:34:45.780,3644.453023,-64.512,231.700
2018:06:06:18:09:21.159,3644.452077,-64.512,308.303
2018:06:06:18:10:21.000,3627.102639,-64.513,307.951
2018:06:06:18:11:21.000,3609.847628,-64.517,307.588
2018:06:06:18:12:21.000,3592.739873,-64.524,307.213
2018:06:06:18:13:21.000,3575.786019,-64.533,306.827
2018:06:06:18:14:21.000,3558.992754,-64.546,306.430
2018:06:06:18:15:21.000,3542.366812,-64.560,306.022
2018:06:06:18:16:21.000,3525.914960,-64.578,305.602
2018:06:06:18:17:21.000,3509.644005,-64.597,305.170
2018:06:06:18:18:21.000,3493.560782,-64.619,304.727
2018:06:06:18:19:21.000,3477.672154,-64.644,304.272
2018:06:06:18:20:21.000,3461.985008,-64.671,303.805
2018:06:06:18:21:21.000,3446.506248,-64.700,303.325
2018:06:06:18:22:21.000,3431.242791,-64.731,302.833
2018:06:06:18:23:21.000,3416.201566,-64.764,302.329
2018:06:06:18:24:21.000,3401.389500,-64.800,301.812
2018:06:06:18:25:21.000,3386.813522,-64.837,301.282
2018:06:06:18:26:21.000,3372.480550,-64.876,300.740
2018:06:06:18:27:21.000,3358.397489,-64.916,300.185
2018:06:06:18:28:21.000,3344.571222,-64.959,299.617
2018:06:06:18:29:21.000,3331.008605,-65.002,299.035
2018:06:06:18:30:21.000,3317.716460,-65.048,298.441
2018:06:06:18:31:21.000,3304.701566,-65.094,297.834
2018:06:06:18:32:21.000,3291.970656,-65.141,297.213
2018:06:06:18:33:21.000,3279.530403,-65.190,296.579
2018:06:06:18:34:21.000,3267.387417,-65.239,295.932
2018:06:06:18:35:21.000,3255.548235,-65.289,295.272
2018:06:06:18:36:21.000,3244.019314,-65.339,294.599
2018:06:06:18:37:21.000,3232.807021,-65.390,293.912
2018:06:06:18:38:21.000,3221.917625,-65.441,293.213
2018:06:06:18:39:21.000,3211.357290,-65.492,292.501
2018:06:06:18:40:21.000,3201.132062,-65.544,291.776
2018:06:06:18:41:21.000,3191.247864,-65.595,291.038
2018:06:06:18:42:21.000,3181.710486,-65.645,290.288
2018:06:06:18:43:21.000,3172.525575,-65.695,289.525
2018:06:06:18:44:21.000,3163.698626,-65.744,288.750
2018:06:06:18:45:21.000,3155.234975,-65.793,287.964
2018:06:06:18:46:21.000,3147.139787,-65.840,287.166
2018:06:06:18:47:21.000,3139.418049,-65.886,286.357
2018:06:06:18:48:21.000,3132.074562,-65.931,285.537
2018:06:06:18:49:21.000,3125.113930,-65.974,284.707
2018:06:06:18:50:21.000,3118.540552,-66.016,283.866
2018:06:06:18:51:21.000,3112.358617,-66.055,283.016
2018:06:06:18:52:21.000,3106.572092,-66.093,282.156
2018:06:06:18:53:21.000,3101.184716,-66.129,281.288
2018:06:06:18:54:21.000,3096.199993,-66.163,280.412
2018:06:06:18:55:21.000,3091.621185,-66.194,279.528
2018:06:06:18:56:21.000,3087.451304,-66.222,278.637
2018:06:06:18:57:21.000,3083.693108,-66.249,277.739
2018:06:06:18:58:21.000,3080.349094,-66.272,276.836
2018:06:06:18:59:21.000,3077.421494,-66.293,275.927
2018:06:06:19:00:21.000,3074.912266,-66.311,275.014
2018:06:06:19:01:21.000,3072.823098,-66.326,274.097
2018:06:06:19:02:21.000,3071.155396,-66.338,273.177
2018:06:06:19:03:21.000,3069.910286,-66.347,272.254
2018:06:06:19:04:21.000,3069.088611,-66.353,271.330
2018:06:06:19:05:21.000,3068.690926,-66.356,270.404
2018:06:06:19:06:21.000,3068.717502,-66.355,269.479
2018:06:06:19:07:21.000,3069.168319,-66.352,268.553
2018:06:06:19:08:21.000,3070.043074,-66.346,267.629
2018:06:06:19:09:21.000,3071.341174,-66.336,266.706
2018:06:06:19:10:21.000,3073.061742,-66.324,265.787
2018:06:06:19:11:21.000,3075.203617,-66.309,264.870
2018:06:06:19:12:21.000,3077.765356,-66.290,263.957
2018:06:06:19:13:21.000,3080.745240,-66.269,263.049
2018:06:06:19:14:21.000,3084.141275,-66.245,262.147
2018:06:06:19:15:21.000,3087.951195,-66.219,261.250
2018:06:06:19:16:21.000,3092.172473,-66.190,260.360
2018:06:06:19:17:21.000,3096.802317,-66.159,259.477
2018:06:06:19:18:21.000,3101.837683,-66.125,258.601
2018:06:06:19:19:21.000,3107.275281,-66.089,257.734
2018:06:06:19:20:21.000,3113.111576,-66.051,256.876
2018:06:06:19:21:21.000,3119.342800,-66.011,256.027
2018:06:06:19:22:21.000,3125.964958,-65.969,255.187
2018:06:06:19:23:21.000,3132.973836,-65.925,254.358
2018:06:06:19:24:21.000,3140.365008,-65.880,253.540
2018:06:06:19:25:21.000,3148.133844,-65.834,252.732
2018:06:06:19:26:21.000,3156.275521,-65.787,251.935
2018:06:06:19:27:21.000,3164.785029,-65.738,251.151
2018:06:06:19:28:21.000,3173.657181,-65.689,250.377
2018:06:06:19:29:21.000,3182.886622,-65.639,249.616
2018:06:06:19:30:21.000,3192.467835,-65.588,248.868
2018:06:06:19:31:21.000,3202.395157,-65.537,248.132
2018:06:06:19:32:21.000,3212.662780,-65.486,247.408
2018:06:06:19:33:21.000,3223.264767,-65.435,246.697
2018:06:06:19:34:21.000,3234.195054,-65.384,246.000
2018:06:06:19:35:21.000,3245.447465,-65.333,245.315
2018:06:06:19:36:21.000,3257.015718,-65.283,244.643
2018:06:06:19:37:21.000,3268.893435,-65.233,243.985
2018:06:06:19:38:21.000,3281.074149,-65.184,243.339
2018:06:06:19:39:21.000,3293.551313,-65.135,242.707
2018:06:06:19:40:21.000,3306.318308,-65.088,242.088
2018:06:06:19:41:21.000,3319.368453,-65.042,241.482
2018:06:06:19:42:21.000,3332.695010,-64.997,240.890
2018:06:06:19:43:21.000,3346.291194,-64.953,240.310
2018:06:06:19:44:21.000,3360.150179,-64.911,239.744
2018:06:06:19:45:21.000,3374.265104,-64.871,239.190
2018:06:06:19:46:21.000,3388.629083,-64.832,238.649
2018:06:06:19:47:21.000,3403.235209,-64.795,238.121
2018:06:06:19:48:21.000,3418.076564,-64.760,237.606
2018:06:06:19:49:21.000,3433.146217,-64.727,237.103
2018:06:06:19:50:21.000,3448.437241,-64.696,236.613
2018:06:06:19:51:21.000,3463.942709,-64.667,236.135
2018:06:06:19:52:21.000,3479.655705,-64.641,235.669
2018:06:06:19:53:21.000,3495.569327,-64.616,235.215
2018:06:06:19:54:21.000,3511.676690,-64.595,234.773
2018:06:06:19:55:21.000,3527.970934,-64.575,234.343
2018:06:06:19:56:21.000,3544.445229,-64.558,233.925
2018:06:06:19:57:21.000,3561.092772,-64.544,233.518
2018:06:06:19:58:21.000,3577.906798,-64.532,233.122
2018:06:06:19:59:21.000,3594.880581,-64.523,232.738
2018:06:06:20:00:21.000,3612.007438,-64.517,232.365
2018:06:06:20:01:21.000,3629.280728,-64.513,232.002
2018:06:06:20:02:13.302,3644.452056,-64.512,231.695
2018:06:07:00:36:48.292,3644.453176,-64.512,308.308
2018:06:07:00:37:48.000,3627.140166,-64.513,307.957
2018:06:07:00:38:48.000,3609.882879,-64.517,307.593
2018:06:07:00:39:48.000,3592.772815,-64.524,307.219
2018:06:07:00:40:48.000,3575.816620,-64.533,306.833
2018:06:07:00:41:48.000,3559.020983,-64.546,306.436
2018:06:07:00:42:48.000,3542.392637,-64.560,306.028
2018:06:07:00:43:48.000,3525.938351,-64.577,305.608
2018:06:07:00:44:48.000,3509.664931,-64.597,305.177
2018:06:07:00:45:48.000,3493.579213,-64.619,304.733
2018:06:07:00:46:48.000,3477.688062,-64.644,304.278
2018:06:07:00:47:48.000,3461.998365,-64.671,303.811
2018:06:07:00:48:48.000,3446.517026,-64.700,303.331
2018:06:07:00:49:48.000,3431.250964,-64.731,302.839
2018:06:07:00:50:48.000,3416.207107,-64.764,302.335
2018:06:07:00:51:48.000,3401.392386,-64.800,301.818
2018:06:07:00:52:48.000,3386.813727,-64.837,301.289
2018:06:07:00:53:48.000,3372.478052,-64.876,300.746
2018:06:07:00:54:48.000,3358.392265,-64.916,300.191
2018:06:07:00:55:48.000,3344.563252,-64.959,299.623
2018:06:07:00:56:48.000,3330.997869,-65.003,299.042
2018:06:07:00:57:48.000,3317.702939,-65.048,298.448
2018:06:07:00:58:48.000,3304.685244,-65.094,297.840
2018:06:07:00:59:48.000,3291.951516,-65.141,297.220
2018:06:07:01:00:48.000,3279.508430,-65.190,296.586
2018:06:07:01:01:48.000,3267.362597,-65.239,295.939
2018:06:07:01:02:48.000,3255.520557,-65.289,295.279
2018:06:07:01:03:48.000,3243.988768,-65.339,294.605
2018:06:07:01:04:48.000,3232.773597,-65.390,293.919
2018:06:07:01:05:48.000,3221.881317,-65.441,293.220
2018:06:07:01:06:48.000,3211.318091,-65.493,292.507
2018:06:07:01:07:48.000,3201.089968,-65.544,291.782
2018:06:07:01:08:48.000,3191.202873,-65.595,291.045
2018:06:07:01:09:48.000,3181.662597,-65.645,290.294
2018:06:07:01:10:48.000,3172.474790,-65.695,289.532
2018:06:07:01:11:48.000,3163.644947,-65.745,288.757
2018:06:07:01:12:48.000,3155.178407,-65.793,287.971
2018:06:07:01:13:48.000,3147.080337,-65.840,287.173
2018:06:07:01:14:48.000,3139.355726,-65.886,286.364
2018:06:07:01:15:48.000,3132.009375,-65.931,285.544
2018:06:07:01:16:48.000,3125.045892,-65.975,284.713
2018:06:07:01:17:48.000,3118.469678,-66.016,283.873
2018:06:07:01:18:48.000,3112.284923,-66.056,283.022
2018:06:07:01:19:48.000,3106.495597,-66.094,282.163
2018:06:07:01:20:48.000,3101.105439,-66.130,281.295
2018:06:07:01:21:48.000,3096.117957,-66.163,280.418
2018:06:07:01:22:48.000,3091.536414,-66.194,279.534
2018:06:07:01:23:48.000,3087.363825,-66.223,278.643
2018:06:07:01:24:48.000,3083.602949,-66.249,277.745
2018:06:07:01:25:48.000,3080.256285,-66.273,276.842
2018:06:07:01:26:48.000,3077.326067,-66.293,275.933
2018:06:07:01:27:48.000,3074.814255,-66.311,275.020
2018:06:07:01:28:48.000,3072.722539,-66.326,274.103
2018:06:07:01:29:48.000,3071.052327,-66.338,273.182
2018:06:07:01:30:48.000,3069.804746,-66.347,272.260
2018:06:07:01:31:48.000,3068.980641,-66.353,271.335
2018:06:07:01:32:48.000,3068.580570,-66.356,270.409
2018:06:07:01:33:48.000,3068.604803,-66.356,269.483
2018:06:07:01:34:48.000,3069.053325,-66.353,268.558
2018:06:07:01:35:48.000,3069.925832,-66.347,267.634
2018:06:07:01:36:48.000,3071.221733,-66.337,266.711
2018:06:07:01:37:48.000,3072.940153,-66.325,265.791
2018:06:07:01:38:48.000,3075.079931,-66.309,264.874
2018:06:07:01:39:48.000,3077.639627,-66.291,263.961
2018:06:07:01:40:48.000,3080.617523,-66.270,263.053
2018:06:07:01:41:48.000,3084.011624,-66.246,262.150
2018:06:07:01:42:48.000,3087.819668,-66.220,261.254
2018:06:07:01:43:48.000,3092.039127,-66.191,260.363
2018:06:07:01:44:48.000,3096.667211,-66.159,259.480
2018:06:07:01:45:48.000,3101.700877,-66.126,258.604
2018:06:07:01:46:48.000,3107.136833,-66.090,257.737
2018:06:07:01:47:48.000,3112.971548,-66.052,256.879
2018:06:07:01:48:48.000,3119.201254,-66.011,256.030
2018:06:07:01:49:48.000,3125.821955,-65.970,255.190
2018:06:07:01:50:48.000,3132.829439,-65.926,254.361
2018:06:07:01:51:48.000,3140.219278,-65.881,253.542
2018:06:07:01:52:48.000,3147.986846,-65.835,252.734
2018:06:07:01:53:48.000,3156.127317,-65.787,251.937
2018:06:07:01:54:48.000,3164.635682,-65.739,251.152
2018:06:07:01:55:48.000,3173.506755,-65.690,250.379
2018:06:07:01:56:48.000,3182.735179,-65.640,249.618
2018:06:07:01:57:48.000,3192.315440,-65.589,248.869
2018:06:07:01:58:48.000,3202.241872,-65.538,248.133
2018:06:07:01:59:48.000,3212.508668,-65.487,247.409
2018:06:07:02:00:48.000,3223.109890,-65.436,246.698
2018:06:07:02:01:48.000,3234.039475,-65.384,246.000
2018:06:07:02:02:48.000,3245.291246,-65.334,245.316
2018:06:07:02:03:48.000,3256.858920,-65.283,244.644
2018:06:07:02:04:48.000,3268.736119,-65.233,243.985
2018:06:07:02:05:48.000,3280.916376,-65.184,243.340
2018:06:07:02:06:48.000,3293.393141,-65.136,242.707
2018:06:07:02:07:48.000,3306.159798,-65.089,242.088
2018:06:07:02:08:48.000,3319.209663,-65.042,241.482
2018:06:07:02:09:48.000,3332.535998,-64.997,240.890
2018:06:07:02:10:48.000,3346.132016,-64.954,240.310
2018:06:07:02:11:48.000,3359.990892,-64.912,239.743
2018:06:07:02:12:48.000,3374.105764,-64.871,239.190
2018:06:07:02:13:48.000,3388.469744,-64.832,238.649
2018:06:07:02:14:48.000,3403.075926,-64.795,238.121
2018:06:07:02:15:48.000,3417.917389,-64.760,237.605
2018:06:07:02:16:48.000,3432.987203,-64.727,237.102
2018:06:07:02:17:48.000,3448.278439,-64.696,236.612
2018:06:07:02:18:48.000,3463.784169,-64.668,236.134
2018:06:07:02:19:48.000,3479.497476,-64.641,235.668
2018:06:07:02:20:48.000,3495.411458,-64.617,235.214
2018:06:07:02:21:48.000,3511.519228,-64.595,234.772
2018:06:07:02:22:48.000,3527.813928,-64.575,234.342
2018:06:07:02:23:48.000,3544.288722,-64.558,233.923
2018:06:07:02:24:48.000,3560.936810,-64.544,233.516
2018:06:07:02:25:48.000,3577.751424,-64.532,233.121
2018:06:07:02:26:48.000,3594.725839,-64.523,232.736
2018:06:07:02:27:48.000,3611.853369,-64.517,232.363
2018:06:07:02:28:48.000,3629.127374,-64.513,232.000
2018:06:07:02:29:40.830,3644.453293,-64.512,231.690
2018:06:07:07:04:15.400,3644.452024,-64.512,308.314
2018:06:07:07:05:15.000,3627.168218,-64.513,307.963
2018:06:07:07:06:15.000,3609.908582,-64.517,307.599
2018:06:07:07:07:15.000,3592.796140,-64.524,307.225
2018:06:07:07:08:15.000,3575.837535,-64.533,306.839
2018:06:07:07:09:15.000,3559.039460,-64.546,306.442
2018:06:07:07:10:15.000,3542.408646,-64.560,306.034
2018:06:07:07:11:15.000,3525.951865,-64.577,305.614
2018:06:07:07:12:15.000,3509.675922,-64.597,305.183
2018:06:07:07:13:15.000,3493.587654,-64.619,304.740
2018:06:07:07:14:15.000,3477.693927,-64.644,304.284
2018:06:07:07:15:15.000,3462.001628,-64.671,303.817
2018:06:07:07:16:15.000,3446.517663,-64.700,303.338
2018:06:07:07:17:15.000,3431.248951,-64.731,302.846
2018:06:07:07:18:15.000,3416.202422,-64.764,302.342
2018:06:07:07:19:15.000,3401.385006,-64.800,301.825
2018:06:07:07:20:15.000,3386.803632,-64.837,301.295
2018:06:07:07:21:15.000,3372.465222,-64.876,300.753
2018:06:07:07:22:15.000,3358.376681,-64.917,300.198
2018:06:07:07:23:15.000,3344.544896,-64.959,299.630
2018:06:07:07:24:15.000,3330.976725,-65.003,299.048
2018:06:07:07:25:15.000,3317.678993,-65.048,298.454
2018:06:07:07:26:15.000,3304.658481,-65.094,297.847
2018:06:07:07:27:15.000,3291.921923,-65.141,297.226
2018:06:07:07:28:15.000,3279.475996,-65.190,296.593
2018:06:07:07:29:15.000,3267.327314,-65.239,295.946
2018:06:07:07:30:15.000,3255.482416,-65.289,295.285
2018:06:07:07:31:15.000,3243.947762,-65.340,294.612
2018:06:07:07:32:15.000,3232.729721,-65.391,293.926
2018:06:07:07:33:15.000,3221.834567,-65.442,293.226
2018:06:07:07:34:15.000,3211.268466,-65.493,292.514
2018:06:07:07:35:15.000,3201.037468,-65.544,291.789
2018:06:07:07:36:15.000,3191.147499,-65.595,291.051
2018:06:07:07:37:15.000,3181.604353,-65.646,290.301
2018:06:07:07:38:15.000,3172.413680,-65.696,289.538
2018:06:07:07:39:15.000,3163.580980,-65.745,288.764
2018:06:07:07:40:15.000,3155.111591,-65.793,287.977
2018:06:07:07:41:15.000,3147.010683,-65.841,287.179
2018:06:07:07:42:15.000,3139.283246,-65.887,286.370
2018:06:07:07:43:15.000,3131.934085,-65.932,285.550
2018:06:07:07:44:15.000,3124.967807,-65.975,284.720
2018:06:07:07:45:15.000,3118.388818,-66.017,283.879
2018:06:07:07:46:15.000,3112.201308,-66.057,283.029
2018:06:07:07:47:15.000,3106.409248,-66.094,282.169
2018:06:07:07:48:15.000,3101.016383,-66.130,281.301
2018:06:07:07:49:15.000,3096.026220,-66.164,280.424
2018:06:07:07:50:15.000,3091.442024,-66.195,279.540
2018:06:07:07:51:15.000,3087.266811,-66.224,278.649
2018:06:07:07:52:15.000,3083.503345,-66.250,277.751
2018:06:07:07:53:15.000,3080.154125,-66.273,276.848
2018:06:07:07:54:15.000,3077.221386,-66.294,275.939
2018:06:07:07:55:15.000,3074.707092,-66.312,275.025
2018:06:07:07:56:15.000,3072.612933,-66.327,274.108
2018:06:07:07:57:15.000,3070.940320,-66.339,273.188
2018:06:07:07:58:15.000,3069.690382,-66.348,272.265
2018:06:07:07:59:15.000,3068.863963,-66.354,271.340
2018:06:07:08:00:15.000,3068.461625,-66.357,270.414
2018:06:07:08:01:15.000,3068.483640,-66.357,269.488
2018:06:07:08:02:15.000,3068.929994,-66.354,268.563
2018:06:07:08:03:15.000,3069.800383,-66.347,267.638
2018:06:07:08:04:15.000,3071.094219,-66.338,266.715
2018:06:07:08:05:15.000,3072.810627,-66.326,265.795
2018:06:07:08:06:15.000,3074.948449,-66.310,264.878
2018:06:07:08:07:15.000,3077.506245,-66.292,263.965
2018:06:07:08:08:15.000,3080.482297,-66.271,263.057
2018:06:07:08:09:15.000,3083.874614,-66.247,262.154
2018:06:07:08:10:15.000,3087.680933,-66.221,261.257
2018:06:07:08:11:15.000,3091.898726,-66.192,260.366
2018:06:07:08:12:15.000,3096.525205,-66.160,259.483
2018:06:07:08:13:15.000,3101.557328,-66.127,258.607
2018:06:07:08:14:15.000,3106.991805,-66.091,257.740
2018:06:07:08:15:15.000,3112.825102,-66.052,256.881
2018:06:07:08:16:15.000,3119.053453,-66.012,256.032
2018:06:07:08:17:15.000,3125.672864,-65.971,255.192
2018:06:07:08:18:15.000,3132.679120,-65.927,254.363
2018:06:07:08:19:15.000,3140.067797,-65.882,253.544
2018:06:07:08:20:15.000,3147.834266,-65.836,252.736
2018:06:07:08:21:15.000,3155.973703,-65.788,251.939
2018:06:07:08:22:15.000,3164.481099,-65.740,251.154
2018:06:07:08:23:15.000,3173.351267,-65.690,250.380
2018:06:07:08:24:15.000,3182.578850,-65.640,249.619
2018:06:07:08:25:15.000,3192.158334,-65.590,248.870
2018:06:07:08:26:15.000,3202.084053,-65.539,248.134
2018:06:07:08:27:15.000,3212.350199,-65.488,247.410
2018:06:07:08:28:15.000,3222.950834,-65.436,246.699
2018:06:07:08:29:15.000,3233.879895,-65.385,246.001
2018:06:07:08:30:15.000,3245.131204,-65.334,245.316
2018:06:07:08:31:15.000,3256.698478,-65.284,244.644
2018:06:07:08:32:15.000,3268.575337,-65.234,243.985
2018:06:07:08:33:15.000,3280.755314,-65.185,243.340
2018:06:07:08:34:15.000,3293.231860,-65.137,242.707
2018:06:07:08:35:15.000,3305.998356,-65.089,242.088
2018:06:07:08:36:15.000,3319.048118,-65.043,241.482
2018:06:07:08:37:15.000,3332.374408,-64.998,240.889
2018:06:07:08:38:15.000,3345.970438,-64.954,240.309
2018:06:07:08:39:15.000,3359.829381,-64.912,239.742
2018:06:07:08:40:15.000,3373.944375,-64.872,239.189
2018:06:07:08:41:15.000,3388.308531,-64.833,238.648
2018:06:07:08:42:15.000,3402.914943,-64.796,238.119
2018:06:07:08:43:15.000,3417.756686,-64.761,237.604
2018:06:07:08:44:15.000,3432.826833,-64.728,237.101
2018:06:07:08:45:15.000,3448.118451,-64.697,236.610
2018:06:07:08:46:15.000,3463.624613,-64.668,236.132
2018:06:07:08:47:15.000,3479.338400,-64.641,235.666
2018:06:07:08:48:15.000,3495.252909,-64.617,235.212
2018:06:07:08:49:15.000,3511.361253,-64.595,234.770
2018:06:07:08:50:15.000,3527.656571,-64.576,234.340
2018:06:07:08:51:15.000,3544.132029,-64.559,233.921
2018:06:07:08:52:15.000,3560.780823,-64.544,233.514
2018:06:07:08:53:15.000,3577.596187,-64.532,233.119
2018:06:07:08:54:15.000,3594.571391,-64.523,232.734
2018:06:07:08:55:15.000,3611.699752,-64.517,232.361
2018:06:07:08:56:15.000,3628.974626,-64.513,231.998
2018:06:07:08:57:08.350,3644.452500,-64.512,231.685
2018:06:07:13:31:42.469,3644.452848,-64.512,308.319
2018:06:07:13:32:42.000,3627.186717,-64.513,307.969
2018:06:07:13:33:42.000,3609.924670,-64.517,307.606
2018:06:07:13:34:42.000,3592.809787,-64.524,307.231
2018:06:07:13:35:42.000,3575.848716,-64.533,306.845
2018:06:07:13:36:42.000,3559.048146,-64.546,306.449
2018:06:07:13:37:42.000,3542.414812,-64.560,306.040
2018:06:07:13:38:42.000,3525.955484,-64.577,305.621
2018:06:07:13:39:42.000,3509.676970,-64.597,305.189
2018:06:07:13:40:42.000,3493.586107,-64.619,304.746
2018:06:07:13:41:42.000,3477.689762,-64.644,304.291
2018:06:07:13:42:42.000,3461.994822,-64.671,303.824
2018:06:07:13:43:42.000,3446.508194,-64.700,303.344
2018:06:07:13:44:42.000,3431.236799,-64.731,302.852
2018:06:07:13:45:42.000,3416.187567,-64.764,302.348
2018:06:07:13:46:42.000,3401.367429,-64.800,301.831
2018:06:07:13:47:42.000,3386.783315,-64.837,301.302
2018:06:07:13:48:42.000,3372.442149,-64.876,300.760
2018:06:07:13:49:42.000,3358.350837,-64.917,300.204
2018:06:07:13:50:42.000,3344.516267,-64.959,299.636
2018:06:07:13:51:42.000,3330.945298,-65.003,299.055
2018:06:07:13:52:42.000,3317.644755,-65.048,298.461
2018:06:07:13:53:42.000,3304.621423,-65.094,297.854
2018:06:07:13:54:42.000,3291.882036,-65.142,297.233
2018:06:07:13:55:42.000,3279.433273,-65.190,296.599
2018:06:07:13:56:42.000,3267.281749,-65.239,295.952
2018:06:07:13:57:42.000,3255.434004,-65.289,295.292
2018:06:07:13:58:42.000,3243.896500,-65.340,294.619
2018:06:07:13:59:42.000,3232.675608,-65.391,293.933
2018:06:07:14:00:42.000,3221.777604,-65.442,293.233
2018:06:07:14:01:42.000,3211.208655,-65.493,292.521
2018:06:07:14:02:42.000,3200.974812,-65.544,291.796
2018:06:07:14:03:42.000,3191.082005,-65.595,291.058
2018:06:07:14:04:42.000,3181.536027,-65.646,290.308
2018:06:07:14:05:42.000,3172.342532,-65.696,289.545
2018:06:07:14:06:42.000,3163.507021,-65.745,288.770
2018:06:07:14:07:42.000,3155.034834,-65.794,287.984
2018:06:07:14:08:42.000,3146.931143,-65.841,287.186
2018:06:07:14:09:42.000,3139.200940,-65.887,286.377
2018:06:07:14:10:42.000,3131.849032,-65.932,285.557
2018:06:07:14:11:42.000,3124.880028,-65.976,284.726
2018:06:07:14:12:42.000,3118.298334,-66.017,283.885
2018:06:07:14:13:42.000,3112.108145,-66.057,283.035
2018:06:07:14:14:42.000,3106.313433,-66.095,282.175
2018:06:07:14:15:42.000,3100.917944,-66.131,281.307
2018:06:07:14:16:42.000,3095.925187,-66.164,280.430
2018:06:07:14:17:42.000,3091.338429,-66.196,279.546
2018:06:07:14:18:42.000,3087.160690,-66.224,278.655
