"Time (YYYY:MM:DD)","Range (km)","Elevation (deg)","Azimuth (deg)"
2018:06:05:11:26:05.000,3346.799643,-64.952,240.315
2018:06:05:11:27:05.000,3360.657476,-64.910,239.749
2018:06:05:11:28:05.000,3374.771084,-64.869,239.195
2018:06:05:11:29:05.000,3389.133584,-64.831,238.655
2018:06:05:11:30:05.000,3403.738072,-64.794,238.127
2018:06:05:11:31:05.000,3418.577631,-64.759,237.612
2018:06:05:11:32:05.000,3433.645337,-64.726,237.110
2018:06:05:11:33:05.000,3448.934263,-64.695,236.620
2018:06:05:11:34:05.000,3464.437488,-64.666,236.142
2018:06:05:11:35:05.000,3480.148097,-64.640,235.676
2018:06:05:11:36:05.000,3496.059192,-64.616,235.223
2018:06:05:11:37:05.000,3512.163893,-64.594,234.781
2018:06:05:11:38:05.000,3528.455343,-64.575,234.351
2018:06:05:11:39:05.000,3544.926712,-64.558,233.933
2018:06:05:11:40:05.000,3561.571204,-64.544,233.526
2018:06:05:11:41:05.000,3578.382056,-64.532,233.131
2018:06:05:11:42:05.000,3595.352546,-64.523,232.747
2018:06:05:11:43:05.000,3612.475992,-64.516,232.374
2018:06:05:11:44:05.000,3629.745759,-64.513,232.012
2018:06:05:11:44:55.714,3644.452087,-64.512,231.714
2018:06:05:16:19:32.297,3644.452909,-64.512,308.288
2018:06:05:16:20:32.000,3627.149329,-64.513,307.937
2018:06:05:16:21:32.000,3609.900104,-64.517,307.573
2018:06:05:16:22:32.000,3592.798176,-64.524,307.198
2018:06:05:16:23:32.000,3575.850187,-64.533,306.812
2018:06:05:16:24:32.000,3559.062825,-64.546,306.415
2018:06:05:16:25:32.000,3542.442819,-64.560,306.007
2018:06:05:16:26:32.000,3525.996938,-64.577,305.587
2018:06:05:16:27:32.000,3509.731983,-64.597,305.156
2018:06:05:16:28:32.000,3493.654789,-64.619,304.712
2018:06:05:16:29:32.000,3477.772217,-64.644,304.257
2018:06:05:16:30:32.000,3462.091150,-64.671,303.790
2018:06:05:16:31:32.000,3446.618490,-64.700,303.310
2018:06:05:16:32:32.000,3431.361153,-64.731,302.818
2018:06:05:16:33:32.000,3416.326063,-64.764,302.314
2018:06:05:16:34:32.000,3401.520145,-64.799,301.797
2018:06:05:16:35:32.000,3386.950326,-64.836,301.267
2018:06:05:16:36:32.000,3372.623519,-64.875,300.725
2018:06:05:16:37:32.000,3358.546628,-64.916,300.170
2018:06:05:16:38:32.000,3344.726531,-64.958,299.601
2018:06:05:16:39:32.000,3331.170083,-65.002,299.020
2018:06:05:16:40:32.000,3317.884101,-65.047,298.426
2018:06:05:16:41:32.000,3304.875361,-65.093,297.819
2018:06:05:16:42:32.000,3292.150592,-65.141,297.198
2018:06:05:16:43:32.000,3279.716463,-65.189,296.564
2018:06:05:16:44:32.000,3267.579582,-65.238,295.917
2018:06:05:16:45:32.000,3255.746481,-65.288,295.257
2018:06:05:16:46:32.000,3244.223614,-65.338,294.584
2018:06:05:16:47:32.000,3233.017343,-65.389,293.898
2018:06:05:16:48:32.000,3222.133934,-65.440,293.199
2018:06:05:16:49:32.000,3211.579545,-65.491,292.486
2018:06:05:16:50:32.000,3201.360220,-65.542,291.761
2018:06:05:16:51:32.000,3191.481878,-65.593,291.024
2018:06:05:16:52:32.000,3181.950303,-65.644,290.274
2018:06:05:16:53:32.000,3172.771140,-65.694,289.511
2018:06:05:16:54:32.000,3163.949878,-65.743,288.737
2018:06:05:16:55:32.000,3155.491849,-65.791,287.951
2018:06:05:16:56:32.000,3147.402214,-65.838,287.153
2018:06:05:16:57:32.000,3139.685956,-65.884,286.344
2018:06:05:16:58:32.000,3132.347872,-65.929,285.524
2018:06:05:16:59:32.000,3125.392560,-65.972,284.694
2018:06:05:17:00:32.000,3118.824418,-66.014,283.854
2018:06:05:17:01:32.000,3112.647627,-66.054,283.004
2018:06:05:17:02:32.000,3106.866153,-66.091,282.145
2018:06:05:17:03:32.000,3101.483729,-66.127,281.277
2018:06:05:17:04:32.000,3096.503856,-66.161,280.401
2018:06:05:17:05:32.000,3091.929792,-66.192,279.517
2018:06:05:17:06:32.000,3087.764545,-66.220,278.626
2018:06:05:17:07:32.000,3084.010869,-66.246,277.729
2018:06:05:17:08:32.000,3080.671258,-66.270,276.826
2018:06:05:17:09:32.000,3077.747939,-66.290,275.918
2018:06:05:17:10:32.000,3075.242869,-66.308,275.005
2018:06:05:17:11:32.000,3073.157730,-66.323,274.088
2018:06:05:17:12:32.000,3071.493927,-66.335,273.169
2018:06:05:17:13:32.000,3070.252583,-66.344,272.246
2018:06:05:17:14:32.000,3069.434536,-66.350,271.322
2018:06:05:17:15:32.000,3069.040341,-66.353,270.397
2018:06:05:17:16:32.000,3069.070264,-66.353,269.472
2018:06:05:17:17:32.000,3069.524286,-66.349,268.547
2018:06:05:17:18:32.000,3070.402098,-66.343,267.623
2018:06:05:17:19:32.000,3071.703108,-66.334,266.701
2018:06:05:17:20:32.000,3073.426435,-66.321,265.781
2018:06:05:17:21:32.000,3075.570918,-66.306,264.865
2018:06:05:17:22:32.000,3078.135113,-66.288,263.953
2018:06:05:17:23:32.000,3081.117298,-66.267,263.045
2018:06:05:17:24:32.000,3084.515479,-66.243,262.143
2018:06:05:17:25:32.000,3088.327390,-66.216,261.247
2018:06:05:17:26:32.000,3092.550502,-66.187,260.357
2018:06:05:17:27:32.000,3097.182023,-66.156,259.474
2018:06:05:17:28:32.000,3102.218910,-66.122,258.599
2018:06:05:17:29:32.000,3107.657871,-66.086,257.733
2018:06:05:17:30:32.000,3113.495372,-66.048,256.875
2018:06:05:17:31:32.000,3119.727646,-66.008,256.026
2018:06:05:17:32:32.000,3126.350698,-65.966,255.187
2018:06:05:17:33:32.000,3133.360314,-65.923,254.359
2018:06:05:17:34:32.000,3140.752069,-65.878,253.540
2018:06:05:17:35:32.000,3148.521335,-65.832,252.733
2018:06:05:17:36:32.000,3156.663290,-65.784,251.937
2018:06:05:17:37:32.000,3165.172924,-65.736,251.152
2018:06:05:17:38:32.000,3174.045053,-65.687,250.380
2018:06:05:17:39:32.000,3183.274322,-65.637,249.619
2018:06:05:17:40:32.000,3192.855219,-65.586,248.871
2018:06:05:17:41:32.000,3202.782079,-65.535,248.135
2018:06:05:17:42:32.000,3213.049098,-65.484,247.412
2018:06:05:17:43:32.000,3223.650339,-65.433,246.701
2018:06:05:17:44:32.000,3234.579743,-65.382,246.004
2018:06:05:17:45:32.000,3245.831136,-65.331,245.319
2018:06:05:17:46:32.000,3257.398236,-65.281,244.648
2018:06:05:17:47:32.000,3269.274670,-65.231,243.990
2018:06:05:17:48:32.000,3281.453971,-65.182,243.345
2018:06:05:17:49:32.000,3293.929595,-65.134,242.713
2018:06:05:17:50:32.000,3306.694928,-65.087,242.094
2018:06:05:17:51:32.000,3319.743289,-65.041,241.488
2018:06:05:17:52:32.000,3333.067944,-64.996,240.896
2018:06:05:17:53:32.000,3346.662111,-64.952,240.317
2018:06:05:17:54:32.000,3360.518965,-64.910,239.750
2018:06:05:17:55:32.000,3374.631649,-64.870,239.197
2018:06:05:17:56:32.000,3388.993281,-64.831,238.656
2018:06:05:17:57:32.000,3403.596955,-64.794,238.129
2018:06:05:17:58:32.000,3418.435755,-64.759,237.613
2018:06:05:17:59:32.000,3433.502756,-64.726,237.111
2018:06:05:18:00:32.000,3448.791031,-64.695,236.621
2018:06:05:18:01:32.000,3464.293656,-64.667,236.143
2018:06:05:18:02:32.000,3480.003719,-64.640,235.677
2018:06:05:18:03:32.000,3495.914320,-64.616,235.224
2018:06:05:18:04:32.000,3512.018577,-64.594,234.782
2018:06:05:18:05:32.000,3528.309634,-64.575,234.352
2018:06:05:18:06:32.000,3544.780660,-64.558,233.934
2018:06:05:18:07:32.000,3561.424858,-64.544,233.527
2018:06:05:18:08:32.000,3578.235466,-64.532,233.131
2018:06:05:18:09:32.000,3595.205758,-64.523,232.747
2018:06:05:18:10:32.000,3612.329055,-64.516,232.374
2018:06:05:18:11:32.000,3629.598719,-64.513,232.012
2018:06:05:18:12:23.219,3644.451944,-64.512,231.711
2018:06:05:22:46:59.560,3644.451974,-64.512,308.291
2018:06:05:22:47:59.000,3627.223251,-64.513,307.941
2018:06:05:22:48:59.000,3609.972135,-64.517,307.578
2018:06:05:22:49:59.000,3592.868276,-64.524,307.203
2018:06:05:22:50:59.000,3575.918315,-64.533,306.817
2018:06:05:22:51:59.000,3559.128942,-64.545,306.420
2018:06:05:22:52:59.000,3542.506885,-64.560,306.012
2018:06:05:22:53:59.000,3526.058912,-64.577,305.592
2018:06:05:22:54:59.000,3509.791827,-64.597,305.161
2018:06:05:22:55:59.000,3493.712463,-64.619,304.717
2018:06:05:22:56:59.000,3477.827682,-64.644,304.262
2018:06:05:22:57:59.000,3462.144369,-64.670,303.795
2018:06:05:22:58:59.000,3446.669424,-64.700,303.315
2018:06:05:22:59:59.000,3431.409765,-64.731,302.824
2018:06:05:23:00:59.000,3416.372316,-64.764,302.319
2018:06:05:23:01:59.000,3401.564004,-64.799,301.802
2018:06:05:23:02:59.000,3386.991753,-64.836,301.273
2018:06:05:23:03:59.000,3372.662482,-64.875,300.731
2018:06:05:23:04:59.000,3358.583090,-64.916,300.175
2018:06:05:23:05:59.000,3344.760460,-64.958,299.607
2018:06:05:23:06:59.000,3331.201446,-65.002,299.026
2018:06:05:23:07:59.000,3317.912866,-65.047,298.432
2018:06:05:23:08:59.000,3304.901498,-65.093,297.825
2018:06:05:23:09:59.000,3292.174071,-65.141,297.204
2018:06:05:23:10:59.000,3279.737255,-65.189,296.571
2018:06:05:23:11:59.000,3267.597659,-65.238,295.924
2018:06:05:23:12:59.000,3255.761817,-65.288,295.264
2018:06:05:23:13:59.000,3244.236183,-65.338,294.590
2018:06:05:23:14:59.000,3233.027122,-65.389,293.904
2018:06:05:23:15:59.000,3222.140899,-65.440,293.205
2018:06:05:23:16:59.000,3211.583676,-65.491,292.493
2018:06:05:23:17:59.000,3201.361497,-65.542,291.768
2018:06:05:23:18:59.000,3191.480281,-65.593,291.030
2018:06:05:23:19:59.000,3181.945817,-65.644,290.280
2018:06:05:23:20:59.000,3172.763748,-65.694,289.518
2018:06:05:23:21:59.000,3163.939567,-65.743,288.744
2018:06:05:23:22:59.000,3155.478607,-65.791,287.957
2018:06:05:23:23:59.000,3147.386031,-65.838,287.160
2018:06:05:23:24:59.000,3139.666824,-65.885,286.351
2018:06:05:23:25:59.000,3132.325783,-65.929,285.531
2018:06:05:23:26:59.000,3125.367510,-65.973,284.701
2018:06:05:23:27:59.000,3118.796403,-66.014,283.860
2018:06:05:23:28:59.000,3112.616648,-66.054,283.010
2018:06:05:23:29:59.000,3106.832209,-66.092,282.151
2018:06:05:23:30:59.000,3101.446824,-66.127,281.283
2018:06:05:23:31:59.000,3096.463994,-66.161,280.407
2018:06:05:23:32:59.000,3091.886980,-66.192,279.524
2018:06:05:23:33:59.000,3087.718792,-66.221,278.633
2018:06:05:23:34:59.000,3083.962186,-66.247,277.736
2018:06:05:23:35:59.000,3080.619657,-66.270,276.833
2018:06:05:23:36:59.000,3077.693435,-66.291,275.924
2018:06:05:23:37:59.000,3075.185480,-66.309,275.011
2018:06:05:23:38:59.000,3073.097475,-66.324,274.095
2018:06:05:23:39:59.000,3071.430826,-66.336,273.175
2018:06:05:23:40:59.000,3070.186659,-66.345,272.252
2018:06:05:23:41:59.000,3069.365815,-66.351,271.328
2018:06:05:23:42:59.000,3068.968849,-66.354,270.403
2018:06:05:23:43:59.000,3068.996030,-66.353,269.478
2018:06:05:23:44:59.000,3069.447340,-66.350,268.552
2018:06:05:23:45:59.000,3070.322473,-66.344,267.628
2018:06:05:23:46:59.000,3071.620838,-66.334,266.706
2018:06:05:23:47:59.000,3073.341557,-66.322,265.787
2018:06:05:23:48:59.000,3075.483469,-66.307,264.871
2018:06:05:23:49:59.000,3078.045131,-66.288,263.958
2018:06:05:23:50:59.000,3081.024826,-66.267,263.051
2018:06:05:23:51:59.000,3084.420558,-66.244,262.148
2018:06:05:23:52:59.000,3088.230065,-66.217,261.252
2018:06:05:23:53:59.000,3092.450817,-66.188,260.362
2018:06:05:23:54:59.000,3097.080026,-66.157,259.479
2018:06:05:23:55:59.000,3102.114648,-66.123,258.604
2018:06:05:23:56:59.000,3107.551393,-66.087,257.737
2018:06:05:23:57:59.000,3113.386728,-66.049,256.879
2018:06:05:23:58:59.000,3119.616888,-66.009,256.030
2018:06:05:23:59:59.000,3126.237877,-65.967,255.191
2018:06:06:00:00:59.000,3133.245484,-65.924,254.362
2018:06:06:00:01:59.000,3140.635284,-65.879,253.544
2018:06:06:00:02:59.000,3148.402650,-65.832,252.737
2018:06:06:00:03:59.000,3156.542760,-65.785,251.940
2018:06:06:00:04:59.000,3165.050605,-65.737,251.156
2018:06:06:00:05:59.000,3173.921002,-65.687,250.383
2018:06:06:00:06:59.000,3183.148595,-65.637,249.622
2018:06:06:00:07:59.000,3192.727873,-65.587,248.874
2018:06:06:00:08:59.000,3202.653173,-65.536,248.138
2018:06:06:00:09:59.000,3212.918689,-65.485,247.414
2018:06:06:00:10:59.000,3223.518486,-65.434,246.704
2018:06:06:00:11:59.000,3234.446504,-65.383,246.006
2018:06:06:00:12:59.000,3245.696568,-65.332,245.322
2018:06:06:00:13:59.000,3257.262400,-65.282,244.650
2018:06:06:00:14:59.000,3269.137621,-65.232,243.992
2018:06:06:00:15:59.000,3281.315769,-65.183,243.347
2018:06:06:00:16:59.000,3293.790299,-65.134,242.715
2018:06:06:00:17:59.000,3306.554594,-65.087,242.096
2018:06:06:00:18:59.000,3319.601976,-65.041,241.490
2018:06:06:00:19:59.000,3332.925708,-64.996,240.898
2018:06:06:00:20:59.000,3346.519009,-64.953,240.318
2018:06:06:00:21:59.000,3360.375054,-64.911,239.752
2018:06:06:00:22:59.000,3374.486986,-64.870,239.198
2018:06:06:00:23:59.000,3388.847919,-64.831,238.657
2018:06:06:00:24:59.000,3403.450952,-64.795,238.130
2018:06:06:00:25:59.000,3418.289164,-64.760,237.614
2018:06:06:00:26:59.000,3433.355631,-64.727,237.112
2018:06:06:00:27:59.000,3448.643425,-64.696,236.621
2018:06:06:00:28:59.000,3464.145624,-64.667,236.143
2018:06:06:00:29:59.000,3479.855311,-64.640,235.678
2018:06:06:00:30:59.000,3495.765588,-64.616,235.224
2018:06:06:00:31:59.000,3511.869573,-64.594,234.782
2018:06:06:00:32:59.000,3528.160407,-64.575,234.352
2018:06:06:00:33:59.000,3544.631260,-64.558,233.934
2018:06:06:00:34:59.000,3561.275334,-64.544,233.527
2018:06:06:00:35:59.000,3578.085865,-64.532,233.131
2018:06:06:00:36:59.000,3595.056128,-64.523,232.747
2018:06:06:00:37:59.000,3612.179442,-64.516,232.374
2018:06:06:00:38:59.000,3629.449170,-64.513,232.012
2018:06:06:00:39:50.736,3644.452682,-64.512,231.708
2018:06:06:05:14:26.789,3644.452594,-64.512,308.295
2018:06:06:05:15:26.000,3627.288388,-64.513,307.947
2018:06:06:05:16:26.000,3610.035272,-64.517,307.583
2018:06:06:05:17:26.000,3592.929374,-64.524,307.208
2018:06:06:05:18:26.000,3575.977336,-64.533,306.823
2018:06:06:05:19:26.000,3559.185846,-64.545,306.426
2018:06:06:05:20:26.000,3542.561636,-64.560,306.017
2018:06:06:05:21:26.000,3526.111472,-64.577,305.598
2018:06:06:05:22:26.000,3509.842158,-64.597,305.166
2018:06:06:05:23:26.000,3493.760529,-64.619,304.723
2018:06:06:05:24:26.000,3477.873446,-64.644,304.268
2018:06:06:05:25:26.000,3462.187795,-64.670,303.801
2018:06:06:05:26:26.000,3446.710477,-64.699,303.321
2018:06:06:05:27:26.000,3431.448410,-64.731,302.829
2018:06:06:05:28:26.000,3416.408519,-64.764,302.325
2018:06:06:05:29:26.000,3401.597730,-64.799,301.808
2018:06:06:05:30:26.000,3387.022971,-64.836,301.279
2018:06:06:05:31:26.000,3372.691158,-64.875,300.737
2018:06:06:05:32:26.000,3358.609194,-64.916,300.181
2018:06:06:05:33:26.000,3344.783962,-64.958,299.613
2018:06:06:05:34:26.000,3331.222315,-65.002,299.032
2018:06:06:05:35:26.000,3317.931074,-65.047,298.438
2018:06:06:05:36:26.000,3304.917018,-65.093,297.831
2018:06:06:05:37:26.000,3292.186875,-65.140,297.210
2018:06:06:05:38:26.000,3279.747319,-65.189,296.577
2018:06:06:05:39:26.000,3267.604958,-65.238,295.930
2018:06:06:05:40:26.000,3255.766329,-65.288,295.270
2018:06:06:05:41:26.000,3244.237885,-65.338,294.597
2018:06:06:05:42:26.000,3233.025994,-65.389,293.911
2018:06:06:05:43:26.000,3222.136923,-65.440,293.211
2018:06:06:05:44:26.000,3211.576834,-65.491,292.499
2018:06:06:05:45:26.000,3201.351772,-65.542,291.774
2018:06:06:05:46:26.000,3191.467660,-65.593,291.037
2018:06:06:05:47:26.000,3181.930286,-65.644,290.287
2018:06:06:05:48:26.000,3172.745296,-65.694,289.525
2018:06:06:05:49:26.000,3163.918185,-65.743,288.750
2018:06:06:05:50:26.000,3155.454287,-65.791,287.964
2018:06:06:05:51:26.000,3147.358766,-65.839,287.166
2018:06:06:05:52:26.000,3139.636610,-65.885,286.357
2018:06:06:05:53:26.000,3132.292619,-65.929,285.538
2018:06:06:05:54:26.000,3125.331394,-65.973,284.707
2018:06:06:05:55:26.000,3118.757338,-66.014,283.867
2018:06:06:05:56:26.000,3112.574635,-66.054,283.017
2018:06:06:05:57:26.000,3106.787255,-66.092,282.158
2018:06:06:05:58:26.000,3101.398936,-66.128,281.290
2018:06:06:05:59:26.000,3096.413182,-66.161,280.414
2018:06:06:06:00:26.000,3091.833254,-66.192,279.530
2018:06:06:06:01:26.000,3087.662165,-66.221,278.639
2018:06:06:06:02:26.000,3083.902675,-66.247,277.742
2018:06:06:06:03:26.000,3080.557279,-66.271,276.839
2018:06:06:06:04:26.000,3077.628209,-66.291,275.930
2018:06:06:06:05:26.000,3075.117427,-66.309,275.018
2018:06:06:06:06:26.000,3073.026618,-66.324,274.101
2018:06:06:06:07:26.000,3071.357192,-66.336,273.181
2018:06:06:06:08:26.000,3070.110274,-66.345,272.258
2018:06:06:06:09:26.000,3069.286708,-66.351,271.334
2018:06:06:06:10:26.000,3068.887051,-66.354,270.409
2018:06:06:06:11:26.000,3068.911575,-66.354,269.483
2018:06:06:06:12:26.000,3069.360262,-66.351,268.558
2018:06:06:06:13:26.000,3070.232810,-66.344,267.634
2018:06:06:06:14:26.000,3071.528627,-66.335,266.712
2018:06:06:06:15:26.000,3073.246837,-66.323,265.792
2018:06:06:06:16:26.000,3075.386282,-66.307,264.876
2018:06:06:06:17:26.000,3077.945522,-66.289,263.963
2018:06:06:06:18:26.000,3080.922838,-66.268,263.055
2018:06:06:06:19:26.000,3084.316237,-66.244,262.153
2018:06:06:06:20:26.000,3088.123458,-66.218,261.256
2018:06:06:06:21:26.000,3092.341974,-66.189,260.366
2018:06:06:06:22:26.000,3096.968995,-66.157,259.483
2018:06:06:06:23:26.000,3102.001482,-66.124,258.608
2018:06:06:06:24:26.000,3107.436144,-66.088,257.741
2018:06:06:06:25:26.000,3113.269449,-66.050,256.883
2018:06:06:06:26:26.000,3119.497632,-66.010,256.034
2018:06:06:06:27:26.000,3126.116700,-65.968,255.195
2018:06:06:06:28:26.000,3133.122442,-65.924,254.366
2018:06:06:06:29:26.000,3140.510433,-65.879,253.547
2018:06:06:06:30:26.000,3148.276046,-65.833,252.740
2018:06:06:06:31:26.000,3156.414462,-65.786,251.943
2018:06:06:06:32:26.000,3164.920671,-65.737,251.159
2018:06:06:06:33:26.000,3173.789490,-65.688,250.386
2018:06:06:06:34:26.000,3183.015565,-65.638,249.625
2018:06:06:06:35:26.000,3192.593383,-65.587,248.876
2018:06:06:06:36:26.000,3202.517283,-65.537,248.140
2018:06:06:06:37:26.000,3212.781459,-65.485,247.417
2018:06:06:06:38:26.000,3223.379975,-65.434,246.706
2018:06:06:06:39:26.000,3234.306772,-65.383,246.008
2018:06:06:06:40:26.000,3245.555674,-65.332,245.324
2018:06:06:06:41:26.000,3257.120404,-65.282,244.652
2018:06:06:06:42:26.000,3268.994583,-65.232,243.993
2018:06:06:06:43:26.000,3281.171747,-65.183,243.348
2018:06:06:06:44:26.000,3293.645351,-65.135,242.716
2018:06:06:06:45:26.000,3306.408780,-65.088,242.097
2018:06:06:06:46:26.000,3319.455353,-65.042,241.491
2018:06:06:06:47:26.000,3332.778336,-64.997,240.899
2018:06:06:06:48:26.000,3346.370943,-64.953,240.319
2018:06:06:06:49:26.000,3360.226352,-64.911,239.753
2018:06:06:06:50:26.000,3374.337703,-64.871,239.199
2018:06:06:06:51:26.000,3388.698112,-64.832,238.658
2018:06:06:06:52:26.000,3403.300675,-64.795,238.130
2018:06:06:06:53:26.000,3418.138473,-64.760,237.615
2018:06:06:06:54:26.000,3433.204579,-64.727,237.112
2018:06:06:06:55:26.000,3448.492066,-64.696,236.622
2018:06:06:06:56:26.000,3463.994009,-64.667,236.144
2018:06:06:06:57:26.000,3479.703494,-64.641,235.678
2018:06:06:06:58:26.000,3495.613618,-64.616,235.224
2018:06:06:06:59:26.000,3511.717501,-64.595,234.782
2018:06:06:07:00:26.000,3528.008283,-64.575,234.352
2018:06:06:07:01:26.000,3544.479133,-64.558,233.934
2018:06:06:07:02:26.000,3561.123251,-64.544,233.527
2018:06:06:07:03:26.000,3577.933874,-64.532,233.131
2018:06:06:07:04:26.000,3594.904276,-64.523,232.747
2018:06:06:07:05:26.000,3612.027774,-64.517,232.373
2018:06:06:07:06:26.000,3629.297731,-64.513,232.011
2018:06:06:07:07:18.253,3644.451994,-64.512,231.704
2018:06:06:11:41:53.991,3644.451938,-64.512,308.299
2018:06:06:11:42:53.000,3627.344512,-64.513,307.952
2018:06:06:11:43:53.000,3610.089295,-64.517,307.588
2018:06:06:11:44:53.000,3592.981259,-64.524,307.214
2018:06:06:11:45:53.000,3576.027047,-64.533,306.828
2018:06:06:11:46:53.000,3559.233347,-64.545,306.431
2018:06:06:11:47:53.000,3542.606890,-64.560,306.023
2018:06:06:11:48:53.000,3526.154444,-64.577,305.603
2018:06:06:11:49:53.000,3509.882813,-64.597,305.172
2018:06:06:11:50:53.000,3493.798833,-64.619,304.729
2018:06:06:11:51:53.000,3477.909365,-64.644,304.274
2018:06:06:11:52:53.000,3462.221294,-64.670,303.806
2018:06:06:11:53:53.000,3446.741525,-64.699,303.327
2018:06:06:11:54:53.000,3431.476974,-64.731,302.835
2018:06:06:11:55:53.000,3416.434566,-64.764,302.331
2018:06:06:11:56:53.000,3401.621231,-64.799,301.814
2018:06:06:11:57:53.000,3387.043895,-64.836,301.285
2018:06:06:11:58:53.000,3372.709477,-64.875,300.743
2018:06:06:11:59:53.000,3358.624879,-64.916,300.188
2018:06:06:12:00:53.000,3344.796985,-64.958,299.620
2018:06:06:12:01:53.000,3331.232650,-65.002,299.039
2018:06:06:12:02:53.000,3317.938696,-65.047,298.445
2018:06:06:12:03:53.000,3304.921901,-65.093,297.837
2018:06:06:12:04:53.000,3292.188998,-65.140,297.217
2018:06:06:12:05:53.000,3279.746659,-65.189,296.583
2018:06:06:12:06:53.000,3267.601495,-65.238,295.936
2018:06:06:12:07:53.000,3255.760043,-65.288,295.277
2018:06:06:12:08:53.000,3244.228759,-65.338,294.603
2018:06:06:12:09:53.000,3233.014011,-65.389,293.917
2018:06:06:12:10:53.000,3222.122067,-65.440,293.218
2018:06:06:12:11:53.000,3211.559091,-65.491,292.506
2018:06:06:12:12:53.000,3201.331132,-65.543,291.781
2018:06:06:12:13:53.000,3191.444111,-65.593,291.044
2018:06:06:12:14:53.000,3181.903819,-65.644,290.293
2018:06:06:12:15:53.000,3172.715905,-65.694,289.531
2018:06:06:12:16:53.000,3163.885864,-65.743,288.757
2018:06:06:12:17:53.000,3155.419032,-65.792,287.971
2018:06:06:12:18:53.000,3147.320576,-65.839,287.173
2018:06:06:12:19:53.000,3139.595485,-65.885,286.364
2018:06:06:12:20:53.000,3132.248560,-65.930,285.544
2018:06:06:12:21:53.000,3125.284406,-65.973,284.714
2018:06:06:12:22:53.000,3118.707425,-66.015,283.874
2018:06:06:12:23:53.000,3112.521807,-66.054,283.024
2018:06:06:12:24:53.000,3106.731520,-66.092,282.164
2018:06:06:12:25:53.000,3101.340306,-66.128,281.296
2018:06:06:12:26:53.000,3096.351671,-66.162,280.420
2018:06:06:12:27:53.000,3091.768878,-66.193,279.536
2018:06:06:12:28:53.000,3087.594942,-66.221,278.646
2018:06:06:12:29:53.000,3083.832623,-66.248,277.748
2018:06:06:12:30:53.000,3080.484421,-66.271,276.845
2018:06:06:12:31:53.000,3077.552569,-66.292,275.937
2018:06:06:12:32:53.000,3075.039030,-66.310,275.024
2018:06:06:12:33:53.000,3072.945492,-66.325,274.107
2018:06:06:12:34:53.000,3071.273366,-66.337,273.187
2018:06:06:12:35:53.000,3070.023780,-66.346,272.264
2018:06:06:12:36:53.000,3069.197580,-66.352,271.340
2018:06:06:12:37:53.000,3068.795324,-66.355,270.414
2018:06:06:12:38:53.000,3068.817285,-66.355,269.489
2018:06:06:12:39:53.000,3069.263449,-66.351,268.563
2018:06:06:12:40:53.000,3070.133513,-66.345,267.639
2018:06:06:12:41:53.000,3071.426889,-66.336,266.717
2018:06:06:12:42:53.000,3073.142702,-66.323,265.797
2018:06:06:12:43:53.000,3075.279795,-66.308,264.881
2018:06:06:12:44:53.000,3077.836728,-66.290,263.968
2018:06:06:12:45:53.000,3080.811786,-66.269,263.060
2018:06:06:12:46:53.000,3084.202978,-66.245,262.157
2018:06:06:12:47:53.000,3088.008042,-66.219,261.261
2018:06:06:12:48:53.000,3092.224451,-66.190,260.371
2018:06:06:12:49:53.000,3096.849421,-66.158,259.488
2018:06:06:12:50:53.000,3101.879909,-66.124,258.612
2018:06:06:12:51:53.000,3107.312627,-66.088,257.745
2018:06:06:12:52:53.000,3113.144045,-66.050,256.887
2018:06:06:12:53:53.000,3119.370397,-66.010,256.038
2018:06:06:12:54:53.000,3125.987692,-65.969,255.198
2018:06:06:12:55:53.000,3132.991719,-65.925,254.369
2018:06:06:12:56:53.000,3140.378053,-65.880,253.551
2018:06:06:12:57:53.000,3148.142070,-65.834,252.743
2018:06:06:12:58:53.000,3156.278948,-65.787,251.946
2018:06:06:12:59:53.000,3164.783681,-65.738,251.161
2018:06:06:13:00:53.000,3173.651083,-65.689,250.388
2018:06:06:13:01:53.000,3182.875802,-65.639,249.627
2018:06:06:13:02:53.000,3192.452325,-65.588,248.878
2018:06:06:13:03:53.000,3202.374990,-65.537,248.142
2018:06:06:13:04:53.000,3212.637993,-65.486,247.419
2018:06:06:13:05:53.000,3223.235396,-65.435,246.708
2018:06:06:13:06:53.000,3234.161141,-65.384,246.010
2018:06:06:13:07:53.000,3245.409052,-65.333,245.325
2018:06:06:13:08:53.000,3256.972850,-65.283,244.653
2018:06:06:13:09:53.000,3268.846158,-65.233,243.995
2018:06:06:13:10:53.000,3281.022511,-65.184,243.349
2018:06:06:13:11:53.000,3293.495364,-65.136,242.717
2018:06:06:13:12:53.000,3306.258100,-65.088,242.098
2018:06:06:13:13:53.000,3319.304039,-65.042,241.492
2018:06:06:13:14:53.000,3332.626446,-64.997,240.899
2018:06:06:13:15:53.000,3346.218534,-64.954,240.320
2018:06:06:13:16:53.000,3360.073481,-64.912,239.753
2018:06:06:13:17:53.000,3374.184427,-64.871,239.199
2018:06:06:13:18:53.000,3388.544486,-64.832,238.658
2018:06:06:13:19:53.000,3403.146754,-64.795,238.130
2018:06:06:13:20:53.000,3417.984311,-64.760,237.615
2018:06:06:13:21:53.000,3433.050230,-64.727,237.112
2018:06:06:13:22:53.000,3448.337582,-64.696,236.622
2018:06:06:13:23:53.000,3463.839443,-64.667,236.143
